Name,Municipality,County,Address,Student body count,Latitude,Longitude
Kabelvåg ungdomsskole,Vågan,Nordland,"Ungdomsskolev, 8310 KABELVÅG",23,68.213989,14.4645757
Vågan Montessoriskole,Vågan,Nordland,"Ørnveien 89, 8300 SVOLVÆR",2,68.2336443,14.5281501
Svolvær barne- og ungdomsskole,Vågan,Nordland,"Vestermyrveien 4, 8300 SVOLVÆR",50,68.2387002,14.5615779
Bøstad skole,Vestvågøy,Nordland,"Vikingveien 459, 8360 BØSTAD",,68.2405766,13.7509989
Eltoft skole,Vestvågøy,Nordland,"Steinfjordveien 291, 8360 BØSTAD",5,68.2410022,13.6897615
Sydal skole,Vågan,Nordland,"Sydal, 8313 KLEPPSTAD",6,68.2445752,14.2827749
Skjomen skole,Narvik,Nordland,"Skjomenveien - Elvegard 210, 8523 ELVEGARD",1,68.2508971,17.4070246
Digermulen skole,Vågan,Nordland,"8324, DIGERMULEN  ",22,68.311884,14.985996
Gimsøy skole,Vågan,Nordland,"Vinje, 8314 GIMSØYSAND",12,68.324361,14.193189
Ballangen barne- og ungdomsskole,Ballangen,Nordland,"Bøstrand, 8540 BALLANGEN",146,68.3396092,16.824905
Vestbygd skole,Lødingen,Nordland,"Vågehamn, 8412 VESTBYGD",5,68.3440132,15.5169456
Beisfjord barneskole,Narvik,Nordland,"Kvanta 25, 8522 BEISFJORD",12,68.3768179,17.6009672
Bøstrand skole,Ballangen,Nordland,"Bøstrand, 8540 BALLANGEN",2,68.386272,16.8872297
Laukvik skole,Vågan,Nordland,"8315, LAUKVIK  ",6,68.3895196,14.4212485
Kjeldebotn skole,Ballangen,Nordland,"8543, KJELDEBOTN  ",,68.4064034,16.6561277
Lødingen barneskole,Lødingen,Nordland,"Skolevegen 7, 8410 LØDINGEN",5,68.4086045,15.9800896
Lødingen ungdomsskole,Lødingen,Nordland,"Skolevegen 2, 8410 LØDINGEN",27,68.4086505,15.9836369
Fagernes barneskole,Narvik,Nordland,"Beisfjordveien 39, 8514 NARVIK",87,68.4123503,17.4385562
Ankenes barneskole,Narvik,Nordland,"Åsveien 47-51, 8520 ANKENESSTRAND",28,68.4176024,17.3836558
Ankenes ungdomsskole,Narvik,Nordland,"Åsveien 47\51, 8520 ANKENESSTRAND",28,68.4176024,17.3836558
Håkvik barneskole,Narvik,Nordland,"Ånesveien 3, 8520 ANKENESSTRAND",,68.4216032,17.3652284
Skistua barneskole,Narvik,Nordland,"Skistuaveien 22, 8515 NARVIK",14,68.432813,17.4654595
Framnes ungdomsskole,Narvik,Nordland,"Øvreveien 7, 8516 NARVIK",79,68.4373265,17.3959781
Tårnveien barneskole,Narvik,Nordland,"Tårnveien 3, 8516 NARVIK",84,68.4403505,17.4171636
Villaveien barneskole,Narvik,Nordland,"Villaveien 60, 8516 NARVIK",22,68.4412448,17.4143594
Parken ungdomsskole,Narvik,Nordland,"Bjørnsonsvei 3, 8517 NARVIK",10,68.4434545,17.440227
Straumsnes barneskole,Narvik,Nordland,"Fagerjordveien 194, 8517 NARVIK",3,68.4436578,17.6368293
Seines barneskole,Narvik,Nordland,"Øyjordveien 15, 8517 NARVIK",,68.4817491,17.5335633
Liland skole,Evenes,Nordland,"Bjellgamveien 15, 8534 LILAND",16,68.483025,16.8886509
Kongsvik skole,Tjeldsund,Nordland,"Kongsvik, 9436 KONGSVIK",5,68.4833333,16.5333333
Melbu skole,Hadsel,Nordland,"Skolegata 7, 8445 MELBU",30,68.5038658,14.8039863
Stokmarknes skole,Hadsel,Nordland,"Skolegata 1, 8450 STOKMARKNES",460,68.5039411,14.8066998
Bogen skole,Evenes,Nordland,"Bergvik Gnr.24 57, 8533 BOGEN I OFOTEN",6,68.522442,17.005734
Flesnes skole,Kvæfjord,Troms,"Gullesfjord, 8409 GULLESFJORD",27,68.529287,15.745646
Innlandet skole,Hadsel,Nordland,"8414, HENNES  ",4,68.5317744,15.2241728
Bjerkvik barne- og ungdomsskole,Narvik,Nordland,"Maridalsveien 6, 8530 BJERKVIK",37,68.5508993,17.5538239
Fjelldal skole,Tjeldsund,Nordland,"Fjelldal 50, 9441 FJELLDAL",61,68.5570959,16.5272402
Boltås skole,Skånland,Troms,"Boltås, 9440 EVENSKJER",24,68.5831841,16.5730603
Skånland skole,Skånland,Troms,"9440, EVENSKJER  ",92,68.5831841,16.5730603
Sandnes skole,Hadsel,Nordland,"Sjyveien 7, 8450 STOKMARKNES",22,68.5847935,14.9108605
Steine skole,Bø,Nordland,"Vesterålingen Steine, 8470 BØ I VESTERÅLEN",17,68.615856,14.4763439
Gausvik skole,Harstad,Troms,"Gausvik, 9430 SANDTORG",15,68.619453,16.50831
Holand skole,Sortland,Nordland,"Risevegen 35, 8400 SORTLAND",13,68.6440339,15.2751562
Gratangsbotn skole,Gratangen,Troms,"Fjordbotn, 9470 GRATANGEN",39,68.6692785,17.6780689
Stokksund skole,Åfjord,Sør-Trøndelag,"Revsnes, 7177 REVSNES",7,68.6787922,16.0479136
Grov skole,Skånland,Troms,"Grov, 9446 GROVFJORD",9,68.6792122,17.1224791
Sandstrand skole,Skånland,Troms,"Sandstrand, 9445 TOVIK",24,68.6793281,16.8762416
Sørvik skole,Harstad,Troms,"Sørvik, 9419 SØRVIK",7,68.6833011,16.5309947
Lamarka skole,Sortland,Nordland,"Lamarkveien 77, 8400 SORTLAND",128,68.6834112,15.3945271
Straume skole,Bø,Nordland,"Straume, 8475 STRAUMSJØEN",13,68.6869332,14.4846902
Nord-Gratangen skole,Gratangen,Troms,"Lille Grøsnes, 9470 GRATANGEN",57,68.6954479,17.4912636
Sortland barneskole,Sortland,Nordland,"Skolegata, 8400 SORTLAND",706,68.69562,15.4091607
Sortland ungdomsskole,Sortland,Nordland,"Parkveien 5, 8400 SORTLAND",128,68.6966292,15.4093799
Sigerfjord skole,Sortland,Nordland,"Øvraveien 68, 8400 SORTLAND",12,68.6984356,15.3873134
Strand skole,Sortland,Nordland,"Strand, 8400 SORTLAND",19,68.7027987,15.4455868
Kila skole,Harstad,Troms,"Kila 116, 9415 HARSTAD",213,68.7190715,16.6713264
Holmstad skole,Sortland,Nordland,"Eidsfjordveien 242, 8400 SORTLAND",77,68.7195634,15.1542525
Jennestad skole,Sortland,Nordland,"Jennestad, 8400 SORTLAND",5,68.7228826,15.4990474
Lavangen skole,Lavangen,Troms,"9357, TENNEVOLL  ",120,68.7474212,17.8028628
Maurnes skole,Sortland,Nordland,"Lilandveien 151, 8400 SORTLAND",87,68.7531911,15.4706319
Fredly skole,Bardu,Troms,"Salangsveien, 9360 BARDU",7,68.7647481,18.4388619
Borkenes skole,Kvæfjord,Troms,"Skolegata 4, 9475 BORKENES",358,68.7731034,16.1817599
Ibestad barneskole - Skole,Ibestad,Troms,"Ibestad, 9450 HAMNVIK",9,68.77813,17.1752415
Ibestad ungdomsskole,Ibestad,Troms,"Hamnvik, 9450 HAMNVIK",46,68.7784254,17.1733151
Vik skole,Kvæfjord,Troms,"Nessevegen 2, 9475 BORKENES",7,68.779877,16.198231
Kanebogen skole,Harstad,Troms,"Steinvegen 60, 9411 HARSTAD",48,68.7820302,16.5590604
Seljestad ungdomsskole,Harstad,Troms,"Bjørk Alle 1, 9407 HARSTAD",313,68.7876654,16.5328549
Seljestad barneskole,Harstad,Troms,"Bjørk Alle 1, 9407 HARSTAD",36,68.7876654,16.5328549
Medkila skole,Harstad,Troms,"Høgholtet 36, 9414 HARSTAD",9,68.8038305,16.5421725
Harstad skole,Harstad,Troms,"Hålogalands Gate 14, 9405 HARSTAD",9,68.8038305,16.5421725
Bergseng skole,Harstad,Troms,"Bergseng, 9496 HARSTAD",12,68.8120597,16.5084885
Hagebyen skole,Harstad,Troms,"Trondenesvegen 75, 9404 HARSTAD",131,68.8130591,16.5445084
Ervik skole,Harstad,Troms,"Ervik, 9402 HARSTAD",9,68.8197994,16.5034499
Øvre Bardu skole,Bardu,Troms,"Altevannsveien, 9360 BARDU",7,68.858006,18.3529542
Nedre Bardu skole,Bardu,Troms,"9360, BARDU  ",19,68.8708607,18.3595976
Bardu ungdomsskole,Bardu,Troms,"Mellomveien 10, 9360 BARDU",32,68.8708607,18.3595976
Setermoen skole,Bardu,Troms,"Mellomveien 10, 9360 BARDU",42,68.8708607,18.3595976
Salangen skole,Salangen,Troms,"Kongsvn. 28, 9350 SJØVEGAN",103,68.8766663,17.8333029
Lundenes skole,Harstad,Troms,"9420, LUNDENES  ",6,68.8777794,16.5660807
Alsvåg barne- og ungdomsskole,Øksnes,Nordland,"8432, ALSVÅG  ",85,68.902289,15.276489
Sommarøy skole,Øksnes,Nordland,"Nedre Skolevei 11, 8430 MYRE",92,68.9144705,15.0685387
Øksnes ungdomsskole,Øksnes,Nordland,"Fjellveien 1,, 8430 MYRE",97,68.9154371,15.0846018
Myre skole,Øksnes,Nordland,"Støveien 8, 8430 MYRE",76,68.9163303,15.0888807
Andørja Montessoriskole,Ibestad,Troms,"9455, ENGENES  ",2,68.9261028,17.1207995
Strengelvåg skole,Øksnes,Nordland,"Strengelvåg, 8430 MYRE",6,68.9597211,15.1760785
Alvestad skole,Harstad,Troms,"Alvestad, 9423 GRØTAVÆR",10,68.96496,16.2570534
Risøyhamn Barne og ungdomsskole,Andøy,Nordland,"8484, RISØYHAMN  ",11,68.9704476,15.641092
Bjarkøy barne- og ungdomsskole,Bjarkøy,Troms,"9426, BJARKØY  ",47,69.0103668,16.464475
Kautokeino ungdomsskole,Kautokeino,Finnmark,"Bredbuktnesveien 6, 9520 KAUTOKEINO",104,69.0118479,23.0428137
Kautokeino barneskole,Kautokeino,Finnmark,"Bredbuktnesveien, 9520 KAUTOKEINO",613,69.0184408,23.0564435
Bakkehaug skole,Målselv,Troms,"Bakkehaug, 9336 RUNDHAUG",35,69.0204985,18.8966977
Øvergård Montessoriskole,Målselv,Troms,"9334, ØVERBYGD  ",4,69.0260665,19.3067796
Bjørkeng Oppvekstsenter - Avd skole,Målselv,Troms,"Skjold, 9334 ØVERBYGD",9,69.02778,19.2927456
Sameskolen i Troms,Målselv,Troms,"Andslimoen, 9325 BARDUFOSS",6,69.0589355,18.5389993
Fagerlidal skole,Målselv,Troms,"Andselv, 9325 BARDUFOSS",113,69.0589355,18.5389993
Stonglandet skole,Tranøy,Troms,"9392, STONGLANDSEIDET  ",4,69.0811127,17.1727824
Elvetun skole,Dyrøy,Troms,"Fossmoveien 1, 9311 BRØSTADBOTN",12,69.0887908,17.6956593
Dverberg/saura skole,Andøy,Nordland,"Saura 81, 8485 DVERBERG",9,69.1056665,15.9636036
Bardufoss ungdomsskole,Målselv,Troms,"9321, MOEN  ",202,69.1221539,18.6190459
Sørreisa Sentralskole,Sørreisa,Troms,"Skoleveien 18, 9310 SØRREISA",44,69.1452087,18.1591214
Olsborg skole,Målselv,Troms,"Skoleveien, 9321 MOEN",37,69.1489436,18.5935364
Vikstranda skole,Tranøy,Troms,"9304, VANGSVIK  ",13,69.1706049,17.7392548
Nordkjosbotn skole,Balsfjord,Troms,"Skoleveien 1, 9040 NORDKJOSBOTN",67,69.2170117,19.5618019
Finnsnes ungdomsskole,Lenvik,Troms,"Skolegata 16, 9300 FINNSNES",10,69.2326835,17.9837268
Finnsnes barneskole,Lenvik,Troms,"Sven Eidissens Vei 56, 9300 FINNSNES",148,69.2340545,17.9989989
Storsteinnes skole,Balsfjord,Troms,"Moanveien 10, 9050 STORSTEINNES",17,69.236169,19.2143174
Silsand barneskole,Lenvik,Troms,"Stallbakken 6, 9303 SILSAND",159,69.2452496,17.9496993
Silsand ungdomsskole,Lenvik,Troms,"Hallveien 35, 9303 SILSAND",143,69.2473608,17.9483134
Fagernes skole,Lenvik,Troms,"Finnfjordeidet, 9300 FINNSNES",5,69.2544846,18.1717513
Trollvik skole,Lenvik,Troms,"Trollvikveien 430, 9300 FINNSNES",10,69.2677692,17.996622
Hatteng skole,Storfjord,Troms,"Hatteng, 9046 OTEREN",72,69.2699416,19.957816
Bleik skole,Andøy,Nordland,"Skoleveien 19, 8481 BLEIK",47,69.2730582,15.9640009
Medby Oppvekstsenter,Torsken,Troms,"9395, KALDFARNES  ",2,69.2832932,16.9811146
Andenes barneskole,Andøy,Nordland,"Haugnesveien 13, 8480 ANDENES",220,69.3164389,16.1264564
Andenes ungdomsskole,Andøy,Nordland,"Skarsteindalen Leir, 8480 ANDENES",45,69.3183359,16.1214553
Hamnvåg Montessoriskole,Balsfjord,Troms,"Hamnvåg, 9055 MEISTERVIK",,69.3222236,18.7877856
Malangseidet skole,Balsfjord,Troms,"9055, MEISTERVIK  ",3,69.3280137,18.9246238
Elvevoll Oppvekstsenter,Storfjord,Troms,"Elvevoll, 9046 OTEREN",,69.3402707,19.960251
Gibostad barne- og ungdomsskole,Lenvik,Troms,"Skolebakken 28, 9372 GIBOSTAD",5,69.3553241,18.0646544
Gryllefjord Oppvekstsenter,Torsken,Troms,"9380, GRYLLEFJORD  ",1,69.362923,17.0534352
Rossfjord barne- og ungdomsskole,Lenvik,Troms,"Rossfjordstraumen, 9302 ROSSFJORDSTRAUMEN",60,69.3633553,18.3119444
Laksvatn Oppvekstsenter - Avdeling skole,Balsfjord,Troms,"9042, LAKSVATN  ",1,69.3755617,19.3732381
Skogfoss skole,Sør-Varanger,Finnmark,"Skogfoss, 9925 SVANVIK",2,69.378924,29.6980159
Kårvik skole,Lenvik,Troms,"Kårvikhamn, 9300 FINNSNES",5,69.3941316,18.1814305
Skibotn skole,Storfjord,Troms,"Skibotn, 9143 SKIBOTN",42,69.3942573,20.2686012
Sand skole,Balsfjord,Troms,"9056, MORTENHALS  ",109,69.4088634,18.6661746
Lakselvbukt skole,Tromsø,Troms,"Lakselvbukt, 9042 LAKSVATN",5,69.4330893,19.6462068
Lyngsdalen skole,Lyngen,Troms,"Skoleveien 4, 9062 FURUFLATEN",4,69.4412562,20.1503305
Skaland skole,Berg,Troms,"9385, SKALAND  ",,69.4460775,17.2960665
Pasvik skole,Sør-Varanger,Finnmark,"Svanvik, 9925 SVANVIK",10,69.4575277,30.0309378
Karasjok skole,Karasjok,Finnmark,"Skuvllaluodda, 9730 KARASJOK",113,69.4591123,25.3114943
Senjahopen skole,Berg,Troms,"9386, SENJAHOPEN  ",60,69.498055,17.4849688
Fjordgård skole,Lenvik,Troms,"Fjordgard, 9388 FJORDGARD",2,69.5080168,17.6276452
Botnhamn skole,Lenvik,Troms,"Botnhanm, 9373 BOTNHAMN",25,69.508327,17.9060209
Manndalen skole,Kåfjord,Troms,"Fossen, 9144 SAMUELSBERG",14,69.5233974,20.5184396
Trollvik skole,Kåfjord,Troms,"Trollvik, 9147 BIRTAVARRE",7,69.524349,20.7495142
Husøy skole,Lenvik,Troms,"9389, HUSØY I SENJA  ",41,69.5444275,17.6639876
Vikran skole,Tromsø,Troms,"Vikran, 9057 VIKRAN",327,69.5446437,18.7693398
Ramfjord skole,Tromsø,Troms,"Fagernes, 9027 RAMFJORDBOTN",84,69.5630689,19.1880047
Straumsbukta skole,Tromsø,Troms,"Straumsbukta, 9106 STRAUMSBUKTA",8,69.5716752,18.6533484
Oksvik skole,Lyngen,Troms,"Mellomjord, 9060 LYNGSEIDET",67,69.5754786,20.2188365
Eidebakken skole,Lyngen,Troms,"Skoleveien 27 - 29, 9060 LYNGSEIDET",17,69.5759082,20.2001776
Olderbakken skole,Tromsø,Troms,"Olderbakken, 9043 JØVIK",136,69.5861068,19.7622064
Hillesøyskolen - Brensholmen skole,Tromsø,Troms,"Austeinvegen 1, 9118 BRENSHOLMEN",30,69.5987882,18.0448915
Olderdalen skole,Kåfjord,Troms,"Skolevegen 5, 9146 OLDERDALEN",134,69.6051086,20.5327347
Hillesøyskolen - Sommarøy skole,Tromsø,Troms,"Sommarøyvegen 32, 9110 SOMMARØY",31,69.6319171,18.0215685
Bjerkaker skole,Tromsø,Troms,"Sørems Veg 5, 9006 TROMSØ",263,69.6341022,18.9238447
Reinen skole,Tromsø,Troms,"Solstrandvegen 76, 9020 TROMSDALEN",614,69.6363606,18.9665357
Steinerskolen Tromsø,Tromsø,Troms,"Inga Sparboes Vei 41, 9007 TROMSØ",13,69.6407596,18.9349713
Fagereng skole,Tromsø,Troms,"Alaskasvingen 1, 9013 TROMSØ",300,69.642425,18.9038206
Tromsdalen skole,Tromsø,Troms,"Th. Widdings Veg 3, 9020 TROMSDALEN",386,69.6477221,18.9939665
Gyllenborg skole,Tromsø,Troms,"Skolegata 34/36, 9008 TROMSØ",49,69.6516022,18.9515129
Sommerlyst skole,Tromsø,Troms,"Holtvegen 2, 9012 TROMSØ",270,69.6517676,18.9360214
Prestvannet skole,Tromsø,Troms,"Prestvannvegen 13, 9011 TROMSØ",53,69.6604267,18.9431793
Kirkenes skole,Sør-Varanger,Finnmark,"Presteveien 34, 9900 KIRKENES",83,69.666717,29.9927005
Bjørnevatn skole,Sør-Varanger,Finnmark,"Grubeveien 10, 9910 BJØRNEVATN",41,69.666717,29.9927005
Sandnes skole,Sør-Varanger,Finnmark,"Sundelinveien 72, 9910 BJØRNEVATN",20,69.6684929,29.9522478
Workinnmarka skole,Tromsø,Troms,"Stubben 36, 9016 TROMSØ",164,69.672853,18.8863331
Tårnet skole,Sør-Varanger,Finnmark,"Tårnet, 9900 KIRKENES",4,69.6738754,30.4412082
Borgtun skole,Tromsø,Troms,"Breivangvegen, 9010 TROMSØ",50,69.6745934,18.9665382
Grønnåsen skole,Tromsø,Troms,"Dramsvegen 197, 9010 TROMSØ",327,69.6757464,18.9638931
Skogvik skole,Tromsø,Troms,"Skogvik, 9140 REBBENES",1,69.6804243,18.9390531
Langnes skole,Tromsø,Troms,"Ørnevegen 4, 9015 TROMSØ",327,69.6804243,18.9390531
Tromstun skole,Tromsø,Troms,"Christian Vii'S Gate 5 Bymyra, 9012 TROMSØ",136,69.6804243,18.9390531
Lunheim skole,Tromsø,Troms,"Tomasjordvegen 211, 9024 TOMASJORD",327,69.6804243,18.9390531
Kroken skole,Tromsø,Troms,"B.A. Løvolds Veg 20, 9022 KROKELVDALEN",113,69.6812671,19.068048
Krokelvdalen skole,Tromsø,Troms,"B.A. Løvolds Veg 20, 9022 KROKELVDALEN",93,69.6812671,19.068048
Mortensnes skole,Tromsø,Troms,"Mortensnesvegen, 9014 TROMSØ",112,69.6833636,18.9411264
Skjelnan skole,Tromsø,Troms,"Skjelnan, 9022 KROKELVDALEN",147,69.683776,19.076739
Storelva skole,Tromsø,Troms,"Nedre Storvollen 5, 9100 KVALØYSLETTA",327,69.6844705,18.7969934
Ekrehagen skole Adventistsamfunnets Grunnskoler,Tromsø,Troms,"Dramsveien 530, 9014 TROMSØ",46,69.6855739,18.9545436
Selnes skole,Tromsø,Troms,"Nisevegen 52, 9100 KVALØYSLETTA",70,69.6878946,18.8462217
Stakkevollan skole,Tromsø,Troms,"Nordøyveien 121/131, 9018 TROMSØ",31,69.6943108,18.9925355
Kvaløysletta skole,Tromsø,Troms,"Slettaveien, 9100 KVALØYSLETTA",103,69.6947113,18.8759545
Solneset skole,Tromsø,Troms,"Ringvegen 520, 9017 TROMSØ",107,69.6962997,18.9578307
Tromvik skole,Tromsø,Troms,"Ersfjordvegen 35, 9100 KVALØYSLETTA",300,69.6972149,18.8735877
Ersfjordbotn skole,Tromsø,Troms,"Ersfjordvegen 35, 9100 KVALØYSLETTA",327,69.6972149,18.8735877
Kaldfjord skole,Tromsø,Troms,"Ropnesvegen 10, 9100 KVALØYSLETTA",327,69.6972149,18.8735877
Hillesøyskolen - Kattfjord skole,Tromsø,Troms,"Sjøtunvegen 332, 9100 KVALØYSLETTA",31,69.6972149,18.8735877
Sandnessund skole,Tromsø,Troms,"Slettabakken, 9100 KVALØYSLETTA",136,69.697786,18.882229
Slettaelva skole,Tromsø,Troms,"Karveslettvegen 51, 9100 KVALØYSLETTA",99,69.7023033,18.8933943
Hamna skole,Tromsø,Troms,"Toftvegen 57, 9017 TROMSØ",271,69.7026662,18.9800023
Fossheim skole,Sør-Varanger,Finnmark,"Neiden, 9930 NEIDEN",2,69.707458,29.400169
Bøkfjord skole,Sør-Varanger,Finnmark,"Jakobsnes, 9900 KIRKENES",10,69.7280405,30.0465929
Reisadalen Montessorieskole,Nordreisa,Troms,"Storslett, 9151 STORSLETT",,69.7443784,21.1147006
Storslett skole,Nordreisa,Troms,"Lyngsmark 8, 9151 STORSLETT",57,69.7656222,21.0269806
Skittenelv skole,Tromsø,Troms,"Skittenelv, 9022 KROKELVDALEN",6,69.7758284,19.3816531
Rotsundelv barne- og ungdomsskole,Nordreisa,Troms,"Rotsundelv, 9153 ROTSUND",60,69.7821181,20.6142808
Sørkjosen skole,Nordreisa,Troms,"Idrettsvegen 11, 9152 SØRKJOSEN",6,69.78996,20.9424953
Lenangen barne- og ungdomsskole,Lyngen,Troms,"Sør-Lenangen, 9064 SVENSBY",55,69.8158252,20.0283288
Trondjord skole,Tromsø,Troms,"Trondjord, 9100 KVALØYSLETTA",9,69.8397188,18.8647292
Kjækan skole,Kvænangen,Troms,"Sørstraumen, 9162 SØRSTRAUMEN",25,69.8399993,21.8536171
Vengsøy skole,Tromsø,Troms,"9120, VENGSØY  ",31,69.8412815,18.5103974
